880	447	888	596
880	194	888	3
880	320	888	395
965	659	845	875
965	840	845	191
965	765	845	994
844	503	820	879
844	184	820	403
844	170	820	403
888	660	992	254
888	229	992	734
888	395	992	850
821	575	966	577
821	969	966	856
821	521	966	767
825	756	866	925
825	982	866	80
825	625	866	480
804	115	835	446
804	511	835	408
804	894	835	492
988	484	913	57
988	614	913	97
988	757	913	106
931	281	895	16
931	350	895	266
931	820	895	242
819	637	822	701
819	633	822	546
819	571	822	866
980	451	868	66
980	451	868	376
980	25	868	955
852	889	87	300
852	790	87	805
852	991	87	130
827	814	971	511
827	438	971	793
827	241	971	464
818	358	824	970
818	433	824	424
818	466	824	443
876	643	866	70
876	643	866	8
876	534	866	222
991	955	917	258
991	852	917	598
991	302	917	318
992	891	912	738
992	891	912	56
992	111	912	196
947	279	974	881
947	21	974	881
947	199	974	881
885	412	896	841
885	484	896	137
885	766	896	728
913	342	932	985
913	122	932	333
913	918	932	770
830	244	865	248
830	611	865	248
830	298	865	159
9	218	822	31
9	776	822	281
9	688	822	977
823	567	918	105
823	124	918	464
823	287	918	485
952	501	899	646
952	927	899	24
952	511	899	748
982	174	825	537
982	429	825	99
982	457	825	853
878	688	878	688
878	688	878	688
878	688	878	688
916	935	9	986
916	860	9	986
916	935	9	785
882	397	909	588
882	786	909	863
882	166	909	248
98	718	946	87
98	762	946	916
98	847	946	812
894	624	877	820
894	90	877	971
894	932	877	253
973	520	856	828
973	87	856	953
973	741	856	202
839	514	965	96
839	469	965	899
839	232	965	264
940	838	940	99
940	18	940	661
940	444	940	921
920	520	807	799
920	629	807	88
920	596	807	799
800	670	829	627
800	44	829	610
800	603	829	590
826	370	948	339
826	246	948	151
826	88	948	960
859	98	957	991
859	193	957	689
859	592	957	409
877	612	875	886
877	267	875	886
877	267	875	886
951	251	948	366
951	323	948	962
951	946	948	733
954	283	855	575
954	488	855	719
954	109	855	83
941	590	979	745
941	203	979	707
941	951	979	303
870	448	946	167
870	378	946	830
870	159	946	762
94	499	991	893
94	240	991	199
94	933	991	337
871	542	886	666
871	639	886	505
871	81	886	310
813	6	900	192
813	382	900	192
813	222	900	166
829	222	997	954
829	144	997	914
829	772	997	231
925	688	822	298
925	864	822	554
925	180	822	701
833	599	931	533
833	413	931	585
833	224	931	24
92	295	896	771
92	846	896	646
92	580	896	681
872	226	837	905
872	389	837	524
872	187	837	565
854	796	9	776
854	804	9	344
854	327	9	807
850	356	976	338
850	636	976	966
850	636	976	843
889	759	806	639
889	694	806	523
889	854	806	709
90	180	900	908
90	123	900	192
90	132	900	908
873	673	948	151
873	236	948	250
873	778	948	891
835	446	93	442
835	274	93	959
835	353	93	538
929	71	860	797
929	542	860	103
929	894	860	991
984	198	875	886
984	747	875	886
984	483	875	886
832	477	932	191
832	314	932	968
832	372	932	522
960	965	946	427
960	617	946	68
960	966	946	530
956	419	853	48
956	729	853	887
956	716	853	989
981	477	81	85
981	440	81	335
981	545	81	435
8	700	977	234
8	407	977	489
8	249	977	641
868	376	984	55
868	777	984	395
868	955	984	26
974	881	813	172
974	881	813	172
974	881	813	6
958	997	931	949
958	614	931	950
958	494	931	281
983	941	825	683
983	941	825	368
983	97	825	653
886	505	94	446
886	310	94	587
886	339	94	83
831	652	92	833
831	507	92	658
831	445	92	688
944	444	853	48
944	247	853	708
944	687	853	814
928	409	875	886
928	453	875	886
928	799	875	886
900	166	909	26
900	166	909	859
900	908	909	605
994	152	951	72
994	152	951	1
994	101	951	563
897	730	890	739
897	822	890	204
897	227	890	558
904	406	805	543
904	904	805	4
904	43	805	883
88	603	97	288
88	243	97	525
88	49	97	490
824	412	905	838
824	45	905	184
824	883	905	27
950	179	95	437
950	87	95	66
950	364	95	815
85	247	979	43
85	174	979	303
85	328	979	868
933	429	821	650
933	5	821	635
933	261	821	709
986	879	93	69
986	863	93	628
986	449	93	884
845	417	999	609
845	752	999	692
845	617	999	456
985	185	879	181
985	194	879	57
985	700	879	882
99	767	94	328
99	698	94	37
99	475	94	519
883	434	818	977
883	147	818	372
883	751	818	248
89	200	932	825
89	839	932	363
89	222	932	472
97	664	91	497
97	967	91	242
97	912	91	346
910	122	97	525
910	17	97	547
910	310	97	541
863	359	956	419
863	505	956	28
863	938	956	364
911	973	932	985
911	973	932	469
911	108	932	438
828	150	853	324
828	528	853	772
828	6	853	557
853	459	989	982
853	890	989	131
853	35	989	257
915	685	973	478
915	685	973	479
915	713	973	280
932	916	815	591
932	952	815	805
932	990	815	865
817	269	81	846
817	225	81	457
817	424	81	996
917	869	992	569
917	860	992	254
917	117	992	254
96	618	94	434
96	173	94	428
96	352	94	349
898	480	880	953
898	178	880	842
898	540	880	967
999	986	985	661
999	633	985	460
999	531	985	300
822	375	842	745
822	303	842	545
822	463	842	290
856	445	99	381
856	625	99	262
856	697	99	835
86	264	957	651
86	979	957	98
86	706	957	271
881	20	853	789
881	834	853	266
881	21	853	90
875	886	867	535
875	886	867	35
875	886	867	161
997	75	828	366
997	921	828	486
997	955	828	81
80	87	832	477
80	249	832	314
80	442	832	168
976	143	803	552
976	751	803	780
976	965	803	446
843	376	856	697
843	434	856	489
843	609	856	260
91	34	894	679
91	820	894	780
91	484	894	265
896	387	955	256
896	108	955	327
896	220	955	223
805	883	894	780
805	4	894	22
805	162	894	780
887	135	999	858
887	714	999	482
887	104	999	427
946	955	824	394
946	331	824	166
946	647	824	216
975	152	882	166
975	949	882	981
975	763	882	507
862	199	919	976
862	260	919	64
862	534	919	117
807	505	851	226
807	408	851	6
807	667	851	25
895	200	821	234
895	474	821	324
895	835	821	754
95	331	975	759
95	437	975	552
95	401	975	993
977	151	91	394
977	859	91	390
977	560	91	894
837	449	810	111
837	297	810	795
837	815	810	652
866	971	881	20
866	184	881	621
866	298	881	759
820	158	83	574
820	541	83	281
820	490	83	281
834	49	85	145
834	515	85	4
834	348	85	247
806	70	845	336
806	709	845	612
806	857	845	506
83	281	800	566
83	348	800	956
83	991	800	219
945	124	856	941
945	929	856	612
945	884	856	794
953	637	820	252
953	158	820	252
953	983	820	544
848	711	932	469
848	931	932	725
848	734	932	696
93	6	831	280
93	772	831	358
93	144	831	363
918	63	97	920
918	809	97	221
918	695	97	288
979	162	89	401
979	43	89	513
979	231	89	37
87	676	817	269
87	809	817	12
87	707	817	225
966	356	944	196
966	703	944	247
966	102	944	444
993	283	871	821
993	373	871	81
993	90	871	952
869	568	829	347
869	568	829	698
869	346	829	915
811	387	840	848
811	581	840	372
811	414	840	523
802	482	832	520
802	83	832	226
802	174	832	335
816	577	916	851
816	238	916	11
816	604	916	472
865	134	960	707
865	234	960	720
865	159	960	454
942	44	85	59
942	374	85	51
942	794	85	871
867	35	991	610
867	161	991	682
867	280	991	25
860	822	822	776
860	125	822	548
860	811	822	31
81	866	898	480
81	808	898	540
81	842	898	965
905	990	996	471
905	755	996	710
905	648	996	847
838	832	807	335
838	661	807	819
838	660	807	491
855	27	999	83
855	144	999	526
855	615	999	692
971	191	989	79
971	601	989	201
971	228	989	322
82	607	914	120
82	145	914	906
82	406	914	816
919	498	96	696
919	390	96	276
919	116	96	453
864	232	8	864
864	219	8	249
864	671	8	527
884	992	956	876
884	385	956	479
884	677	956	821
842	384	87	571
842	24	87	556
842	661	87	527
857	756	803	895
857	250	803	535
857	541	803	400
879	587	93	687
879	539	93	65
879	447	93	447
810	111	823	138
810	795	823	540
810	223	823	847
849	728	837	965
849	1000	837	546
849	905	837	315
890	558	960	582
890	558	960	234
890	845	960	656
909	201	888	395
909	284	888	660
909	715	888	596
912	532	857	250
912	738	857	684
912	93	857	591
840	533	958	275
840	789	958	26
840	844	958	250
996	327	811	27
996	102	811	15
996	779	811	49
836	219	823	810
836	646	823	797
836	493	823	157
914	210	877	535
914	931	877	529
914	600	877	579
948	841	973	584
948	466	973	428
948	244	973	741
803	920	918	995
803	240	918	63
803	817	918	63
851	165	828	791
851	909	828	245
851	892	828	178
846	14	859	79
846	935	859	592
846	907	859	713
955	266	952	868
955	55	952	434
955	856	952	308
893	267	99	713
893	405	99	325
893	267	99	321
809	137	851	82
809	434	851	268
809	504	851	338
841	28	95	620
841	448	95	403
841	801	95	47
989	715	884
989	257	557
989	152	303
815	865	327
815	619	739
815	940	805
899	598	407
899	214	925
899	134	911
957	225	10
957	731	202
957	353	222
880	905	887
880	988	508
880	257	17
965	259	96
965	723	278
965	261	672
844	39	581
844	22	966
844	573	506
888	602	395
888	3	68
888	68	660
821	123	134
821	577	630
821	234	562
825	713	502
825	689	465
825	201	713
804	456	166
804	935	471
804	894	894
988	744	369
988	790	540
988	443	14
931	40	24
931	799	431
931	24	808
819	80	571
819	359	544
819	359	14
980	306	370
980	915	478
980	306	346
852	831	404
852	735	356
852	802	736
827	20	538
827	388	952
827	580	93
818	335	207
818	9	389
818	27	166
876	194	61
876	194	194
876	534	61
991	170	315
991	633	407
991	237	235
992	335	734
992	734	734
992	111	335
947	753	517
947	625	734
947	279	558
885	941	798
885	818	702
885	702	412
913	730	878
913	650	210
913	427	958
830	873	68
830	296	522
830	505	881
9	344	218
9	776	116
9	507	344
823	171	648
823	201	794
823	912	845
952	145	71
952	592	689
952	595	499
982	96	295
982	276	159
982	540	764
878	688	688
878	688	688
878	688	688
916	342	521
916	472	470
916	33	88
882	742	880
882	397	988
882	166	507
98	12	166
98	503	340
98	535	496
894	679	52
894	34	780
894	34	223
973	510	291
973	100	584
973	291	134
839	885	790
839	408	825
839	90	287
940	685	856
940	234	645
940	515	94
920	596	729
920	596	629
920	520	629
800	186	794
800	956	603
800	631	445
826	246	88
826	414	849
826	132	370
859	204	722
859	373	782
859	624	884
877	398	589
877	186	816
877	267	660
951	744	738
951	924	506
951	198	820
954	167	731
954	246	664
954	835	728
941	890	397
941	590	289
941	97	131
870	609	294
870	448	537
870	294	294
94	976	989
94	868	605
94	374	153
871	651	639
871	305	290
871	81	952
813	543	222
813	888	222
813	6	441
829	696	966
829	347	355
829	222	915
925	838	463
925	181	471
925	240	19
833	806	638
833	182	11
833	303	634
92	904	269
92	580	562
92	16	30
872	241	461
872	151	241
872	887	745
854	816	790
854	860	926
854	700	998
850	356	157
850	558	636
850	20	432
889	771	856
889	724	771
889	756	764
90	120	662
90	371	180
90	893	803
873	177	453
873	501	829
873	314	547
835	536	998
835	816	353
835	910	38
929	636	493
929	559	146
929	802	841
984	416	466
984	246	466
984	967	161
832	473	106
832	604	149
832	731	313
960	139	444
960	76	97
960	599	968
956	122	271
956	271	872
956	788	938
981	245	509
981	418	325
981	564	381
8	630	700
8	866	249
8	866	1
868	66	670
868	376	955
868	987	429
974	881	881
974	881	881
974	881	881
958	735	429
958	431	117
958	43	578
983	641	619
983	847	641
983	521	641
886	68	697
886	310	697
886	339	697
831	100	853
831	100	649
831	872	945
944	931	444
944	471	928
944	501	358
928	523	808
928	440	243
928	168	794
900	192	166
900	166	166
900	192	457
994	575	101
994	327	960
994	255	960
897	11	822
897	210	220
897	193	187
904	904	406
904	904	43
904	499	499
88	841	634
88	586	586
88	775	841
824	680	344
824	394	244
824	253	998
950	87	955
950	125	145
950	497	488
85	795	664
85	154	529
85	887	729
933	591	824
933	436	372
933	824	152
986	345	77
986	426	985
986	301	636
845	964	33
845	386	917
845	617	493
985	26	700
985	26	300
985	10	700
99	4	534
99	198	734
99	219	219
883	153	244
883	603	600
883	466	240
89	331	432
89	905	77
89	343	345
97	524	778
97	778	357
97	180	880
910	932	363
910	236	788
910	389	276
863	693	870
863	624	564
863	495	938
911	973	378
911	111	302
911	969	1
828	867	717
828	53	630
828	212	249
853	131	91
853	16	502
853	789	557
915	603	774
915	188	729
915	120	679
932	109	109
932	76	901
932	932	508
817	338	225
817	424	879
817	12	345
917	123	74
917	351	598
917	318	601
96	630	343
96	419	726
96	519	957
898	178	235
898	427	214
898	965	540
999	71	893
999	715	241
999	7	184
822	336	554
822	709	797
822	128	470
856	449	478
856	817	149
856	953	995
86	117	716
86	445	542
86	121	566
881	766	803
881	190	176
881	893	337
875	886	886
875	886	886
875	886	886
997	501	633
997	221	352
997	202	208
80	349	784
80	431	431
80	243	414
976	449	466
976	52	766
976	954	326
843	609	541
843	434	681
843	103	754
91	100	758
91	390	946
91	266	543
896	57	468
896	826	759
896	946	771
805	162	760
805	760	836
805	370	381
887	380	84
887	281	737
887	369	165
946	427	409
946	217	214
946	661	636
975	763	759
975	993	449
975	759	496
862	802	164
862	333	349
862	228	616
807	58	287
807	442	975
807	947	901
895	849	913
895	213	694
895	533	792
95	644	240
95	620	572
95	399	514
977	721	387
977	859	267
977	989	477
837	296	527
837	905	721
837	486	598
866	723	839
866	350	800
866	280	402
820	339	403
820	544	158
820	252	879
834	519	663
834	480	661
834	663	162
806	842	694
806	764	404
806	401	886
83	610	352
83	991	991
83	386	386
945	727	954
945	941	371
945	854	891
953	135	920
953	183	848
953	764	637
848	169	393
848	423	533
848	533	169
93	740	889
93	653	582
93	156	734
918	63	809
918	995	846
918	485	230
979	678	167
979	412	953
979	868	873
87	24	138
87	298	591
87	954	998
966	66	949
966	941	918
966	564	759
993	811	373
993	236	514
993	514	85
869	407	830
869	830	568
869	80	568
811	49	888
811	49	757
811	15	27
802	908	168
802	178	162
802	482	364
816	379	379
816	428	920
816	642	77
865	130	130
865	248	130
865	130	234
942	471	805
942	710	282
942	17	91
867	876	479
867	280	280
867	123	35
860	473	512
860	331	54
860	32	975
81	590	475
81	261	148
81	737	557
905	498	237
905	682	605
905	458	467
838	51	789
838	177	970
838	451	51
855	765	65
855	181	691
855	237	884
971	891	640
971	787	934
971	87	706
82	318	737
82	81	716
82	54	406
919	636	293
919	399	943
919	837	719
864	366	74
864	180	803
864	206	128
884	262	543
884	189	839
884	189	543
842	420	350
842	891	754
842	20	970
857	250	53
857	113	756
857	769	605
879	38	68
879	945	107
879	346	953
810	506	22
810	318	818
810	834	182
849	155	80
849	900	649
849	271	154
890	252	558
890	204	859
890	739	204
909	29	474
909	715	1
909	460	687
912	334	395
912	239	140
912	395	433
840	311	367
840	224	237
840	844	993
996	106	806
996	251	187
996	737	338
836	117	677
836	138	922
836	672	357
914	884	998
914	455	403
914	496	337
948	741	727
948	413	498
948	336	914
803	733	960
803	185	263
803	259	429
851	339	898
851	663	609
851	219	909
846	274	687
846	306	857
846	538	151
955	497	934
955	497	927
955	506	927
893	347	182
893	583	583
893	611	347
809	358	959
809	731	717
809	468	853
841	874	594
841	236	860
841	979	236
989	184	835	160
989	110	835	553
989	297	835	959
815	391	940	915
815	500	940	948
815	139	940	972
899	879	929	878
899	211	929	429
899	139	929	559
957	11	879	717
957	603	879	730
957	716	879	768
880	121	802	722
880	263	802	227
880	65	802	971
965	565	910	212
965	400	910	660
965	964	910	267
844	83	944	931
844	966	944	629
844	846	944	247
888	68	988	61
888	596	988	614
888	68	988	978
821	742	827	296
821	704	827	604
821	876	827	490
825	518	904	86
825	240	904	86
825	653	904	86
804	456	885	818
804	695	885	242
804	384	885	250
988	886	981	22
988	276	981	722
988	16	981	230
931	808	9	986
931	801	9	218
931	801	9	807
819	334	830	522
819	633	830	847
819	590	830	146
980	68	873	177
980	757	873	146
980	333	873	547
852	951	840	273
852	268	840	274
852	525	840	709
827	848	948	121
827	957	948	938
827	850	948	741
818	630	849	129
818	41	849	888
818	922	849	888
876	534	800	603
876	194	800	485
876	194	800	295
991	443	829	966
991	610	829	915
991	555	829	2
992	111	982	548
992	891	982	319
992	569	982	699
947	21	982	674
947	21	982	327
947	27	982	473
885	709	984	740
885	211	984	252
885	993	984	290
913	403	845	530
913	320	845	875
913	351	845	770
830	726	988	191
830	663	988	961
830	95	988	757
9	68	982	288
9	688	982	672
9	785	982	999
823	157	882	507
823	593	882	285
823	251	882	143
952	868	925	33
952	245	925	942
952	821	925	118
982	405	973	171
982	674	973	275
982	674	973	429
878	688	817	338
878	688	817	518
878	688	817	518
916	873	917	351
916	466	917	304
916	940	917	601
882	981	973	47
882	846	973	612
882	397	973	613
98	138	885	136
98	367	885	250
98	393	885	24
894	58	96	959
894	713	96	953
894	780	96	473
973	398	86	165
973	245	86	979
973	711	86	34
839	907	977	936
839	111	977	896
839	753	977	151
940	796	941	179
940	285	941	65
940	588	941	133
920	729	958	274
920	629	958	106
920	629	958	797
800	445	991	993
800	445	991	998
800	44	991	571
826	68	932	310
826	246	932	589
826	87	932	76
859	85	951	251
859	831	951	690
859	495	951	754
877	971	803	471
877	529	803	906
877	186	803	618
951	53	986	623
951	449	986	408
951	851	986	790
954	727	90	917
954	411	90	258
954	581	90	731
941	453	840	643
941	467	840	126
941	131	840	372
870	310	862	426
870	448	862	853
870	525	862	556
94	415	931	950
94	485	931	24
94	570	931	683
871	290	920	729
871	542	920	629
871	903	920	520
813	345	83	281
813	543	83	386
813	696	83	348
829	388	838	668
829	158	838	492
829	193	838	877
925	653	955	142
925	751	955	396
925	271	955	497
833	703	885	449
833	439	885	491
833	15	885	790
92	134	991	536
92	897	991	571
92	295	991	314
872	116	965	362
872	125	965	593
872	125	965	593
854	137	880	412
854	782	880	362
854	832	880	217
850	356	928	179
850	157	928	157
850	570	928	409
889	459	896	888
889	436	896	428
889	379	896	728
90	471	889	703
90	844	889	995
90	824	889	773
873	400	846	687
873	81	846	846
873	795	846	570
835	859	849	900
835	324	849	750
835	518	849	315
929	634	92	728
929	625	92	846
929	139	92	562
984	740	981	22
984	55	981	434
984	962	981	402
832	527	898	235
832	193	898	540
832	775	898	214
960	730	919	581
960	679	919	918
960	588	919	987
956	798	837	721
956	712	837	884
956	479	837	598
981	166	830	659
981	652	830	463
981	573	830	447
8	697	940	970
8	249	940	585
8	697	940	151
868	987	883	603
868	987	883	460
868	987	883	686
974	881	809	544
974	881	809	570
974	881	809	87
958	723	916	820
958	278	916	873
958	179	916	509
983	619	912	421
983	641	912	32
983	619	912	532
886	276	822	975
886	380	822	370
886	505	822	184
831	409	8	866
831	346	8	700
831	363	8	697
944	501	888	596
944	247	888	395
944	371	888	660
928	518	842	20
928	39	842	321
928	243	842	495
900	457	879	924
900	166	879	433
900	166	879	241
994	464	835	897
994	56	835	571
994	56	835	408
897	135	983	641
897	758	983	521
897	730	983	97
904	499	956	440
904	499	956	194
904	904	956	194
88	894	857	341
88	533	857	348
88	394	857	145
824	832	951	874
824	686	951	619
824	829	951	589
950	955	944	358
950	364	944	179
950	7	944	501
85	349	831	872
85	747	831	142
85	961	831	620
933	260	956	194
933	429	956	600
933	321	956	492
986	344	840	396
986	832	840	436
986	426	840	85
845	612	883	824
845	281	883	765
845	432	883	177
985	971	803	355
985	10	803	232
985	996	803	530
99	927	925	838
99	58	925	277
99	154	925	182
883	790	894	265
883	49	894	990
883	15	894	36
89	194	993	283
89	323	993	236
89	432	993	811
97	613	942	756
97	514	942	280
97	375	942	185
910	935	819	571
910	770	819	14
910	331	819	544
863	11	880	829
863	332	880	842
863	706	880	65
911	267	948	17
911	336	948	960
911	267	948	413
828	366	809	427
828	791	809	490
828	81	809	711
853	34	834	881
853	675	834	632
853	831	834	515
915	340	83	348
915	524	83	927
915	69	83	348
932	901	807	282
932	310	807	448
932	978	807	607
817	12	944	471
817	345	944	501
817	338	944	928
917	860	99	738
917	522	99	712
917	860	99	698
96	261	806	639
96	416	806	886
96	850	806	94
898	178	823	953
898	453	823	781
898	235	823	485
999	237	846	791
999	114	846	369
999	972	846	812
822	191	944	501
822	638	944	247
822	977	944	629
856	385	865	159
856	582	865	130
856	173	865	159
86	669	898	540
86	289	898	214
86	623	898	965
881	940	87	476
881	681	87	402
881	308	87	834
875	886	868	955
875	886	868	376
875	886	868	96
997	158	860	614
997	916	860	612
997	168	860	205
80	440	819	722
80	421	819	262
80	423	819	359
976	143	869	407
976	452	869	80
976	397	869	568
843	520	965	648
843	42	965	56
843	625	965	513
91	575	947	726
91	974	947	553
91	347	947	496
896	982	815	865
896	278	815	351
896	967	815	413
805	836	992	850
805	532	992	335
805	370	992	111
887	55	996	118
887	665	996	649
887	1000	996	601
946	427	97	128
946	683	97	856
946	636	97	567
975	234	828	324
975	552	828	428
975	360	828	178
862	855	8	793
862	330	8	630
862	258	8	407
807	258	880	24
807	390	880	276
807	791	880	45
895	741	813	148
895	675	813	345
895	543	813	6
95	644	957	11
95	620	957	988
95	572	957	618
977	373	876	827
977	859	876	534
977	161	876	534
837	145	871	81
837	99	871	903
837	498	871	952
866	925	957	19
866	943	957	306
866	925	957	545
820	541	884	992
820	158	884	543
820	879	884	992
834	359	948	509
834	717	948	981
834	483	948	962
806	857	971	551
806	94	971	673
806	639	971	336
83	264	914	328
83	574	914	833
83	348	914	111
945	941	910	428
945	43	910	83
945	325	910	145
953	398	896	777
953	451	896	455
953	788	896	500
848	919	940	603
848	692	940	796
848	576	940	923
93	683	999	902
93	71	999	68
93	544	999	12
918	695	864	591
918	772	864	180
918	464	864	574
979	167	898	214
979	441	898	540
979	707	898	965
87	527	836	223
87	402	836	638
87	841	836	704
966	370	994	255
966	534	994	960
966	376	994	832
993	85	878	688
993	283	878	688
993	373	878	688
869	830	898	427
869	545	898	965
869	545	898	178
811	306	897	150
811	757	897	210
811	846	897	822
802	227	954	431
802	832	954	858
802	213	954	826
816	745	803	137
816	238	803	298
816	428	803	27
865	234	850	742
865	159	850	432
865	248	850	881
942	70	872	389
942	852	872	488
942	374	872	608
867	547	899	326
867	280	899	346
867	280	899	334
860	690	893	611
